"","id","allStimData","allEventData","stimData.1","stimData.2","stimData.3","stimData.4","stimData.5","stimData.6","stimData.7","stimData.8","stimData.9","stimData.10","stimData.11","stimData.12","stimData.13","eventData.1","eventData.2","eventData.3","eventData.4","eventData.5","eventData.6","eventData.7","eventData.8","eventData.9","eventData.10","eventData.11","eventData.12","eventData.13","eventData.14","eventData.15","eventData.16","eventData.17","eventData.18","eventData.19","eventData.20","eventData.21"
"1","11166531",-840.444231093322,670.412209983107,-40.7853330230382,-217.193744886271,-134.52410593247,-3.05105043458264,99.8601751066483,106.15662167125,97.5283991964436,30.5020466063293,-249.873139698232,-41.6693044444843,-172.209906007725,40.7940886866667,-355.978977933856,-6.03430053772963,419.84954578298,197.413208771307,200.434520797562,484.385855924063,-151.90270042764,-108.065680346934,102.244264378327,52.7220470584269,62.6018590166722,187.303810949051,120.927608508352,-72.5570081793474,-39.5046928906352,-36.469434708309,25.720522343665,-73.8757043706461,-538.7578788021,-146.654529616612,-227.812493576798,218.443389909452
"2","11171762",-1840.12853799793,1129.82611892461,-645.559316611269,-513.198365880836,-10.8081178856276,155.771429483003,-177.166426355831,113.195275240266,484.80008840028,-221.745939153218,-428.314938564959,-674.754230222813,-44.431293424506,-281.859077678924,403.942374656504,705.51555235545,7.80805362026778,-507.42859651389,-201.617181702801,112.041825317118,31.4864108649347,-198.936301594217,-310.905173406787,-353.055683517601,421.718628456769,162.015895692843,218.555339772104,-235.213132861434,-220.741553363198,75.8402422592956,-35.0937316977391,-95.8310064945811,175.567968753547,-132.114676995774,593.702172253593,916.511067726706
"3","11175804",290.529971464901,-560.640334689859,41.0943680625256,216.82500081134,111.247366736521,-37.6449458729188,65.3098494368442,-399.317168841049,145.259418385899,-178.645071447384,-75.9605218461259,162.4971733995,293.29388956447,13.1922504042663,-66.6216373289864,-433.517870234656,-67.4802516449486,-3.3467475819235,15.6009638616821,-88.8420480867208,500.890297355632,-349.306150930379,76.7878993782452,-91.8509262600202,129.020661968088,-123.393311675508,351.998641757228,-142.818897604126,-170.422224130315,-2.52037032861756,-110.84933059703,-272.431569038614,114.044836127933,106.019792582003,293.291102903054,-291.514832510864
"4","11176497",-258.863632579659,242.658042489457,-38.9476485143459,-49.6570876972315,13.8245630525269,-64.1224154184214,12.7946961020841,3.06988322749416,85.01933438043,-30.1588120216407,-54.4814679222811,-59.9402860914177,-10.9815865040297,-52.9786535277693,-12.3041516450567,-40.7806088404876,-13.8946216641012,74.4519183441776,-10.9380753939706,60.5926802306415,-7.57129379085488,73.2482613824573,-92.5663223439076,-10.0020344165307,61.5674768825824,-29.2062728613801,9.18025124896523,70.4811640482277,21.6094703975062,4.73348604525466,37.1656266696935,5.74535112976926,15.767497807228,-35.1948369199123,53.8328353733451,-5.56391083924679
"5","11190614",-721.030522518745,-2908.98469828383,-212.342895296064,-438.370319926075,-58.7786548750423,202.283571518211,-311.905461473775,-48.9244434439267,-213.05410110893,-37.5218866855597,266.347894197532,-248.53278649982,-128.94511558557,74.5842296777401,434.129446982536,222.832800038244,-256.822389176672,39.2296750747637,326.231385583693,-54.1912586773441,-50.1141117230372,155.90080912978,22.3676892121455,-96.6077107436072,4.05864350624759,93.7644788107525,-26.667391281699,35.5893217890863,253.255357754597,-159.677195634795,-117.181802210104,38.066288383576,86.8616171357741,-1804.38055166816,-1705.33703106587,83.836677478796
"6","11192680",-2026.6985078589,-506.291229031536,-162.820241691219,-655.226065895058,1161.89147490969,-46.7458009776569,-470.023950709903,-152.435300399048,-67.688676417794,-1111.1205626594,34.7870942911034,223.606507593984,-36.8227658831698,-422.962195256105,-321.138024764319,-104.851084551914,-441.440082473816,-15.670967610699,368.339137341474,-238.709421399773,111.880942500413,172.428424856387,-489.765995186099,145.141873474027,242.083874271891,248.359855727423,-167.716428788605,192.365986553717,38.9732363819239,168.424915075418,-97.7558203965845,11.8672448916429,-1262.51933923806,-303.774739799408,317.276311604305,598.770847734806
"7","11193737",518.513641783167,-1920.42079147871,175.320765278232,-180.881781258552,180.774694206424,64.346267748187,-95.9753686080429,102.990836253127,-179.912939963552,6.17039164269962,218.79518331877,457.275406096189,-233.133779337073,362.148197441008,-359.404231034249,449.442163366526,-812.360960506291,875.269304669002,8.0084775275081,-533.606705345972,-105.082019557343,26.1212459483271,263.07937931442,-132.622676575664,29.1947574571898,-500.195318537697,248.522493559533,-661.1936836665,-360.392482488662,219.443540306633,-123.177509470388,92.0431418238752,-177.301902645173,-26.4565299603298,-730.027927765043,30.8724210673392
"8","11195915",-410.90039539297,-924.328369232999,-101.777483609865,69.117684198555,-44.0307302776025,-774.700523189366,-59.1005765078197,55.5063352132259,232.798750463772,90.9629302404882,-161.202669173137,-149.841276593232,604.849269847894,227.232713416054,-400.714819421938,24.0137996430135,-125.201095991139,16.8706014741112,186.815800329253,98.3753260421198,-59.5744339727102,1.01787747428848,-30.8967589501119,7.04188688841566,-218.741024240121,-295.162931878501,-128.003831342108,124.812054823196,-23.5203551650372,145.083152197641,43.2653536677315,-750.698107204429,-44.0521037261172,30.2300986094028,-28.9555576434513,102.951879731555
"9","11197553",-67.0084671789891,-734.87307783158,100.563233725509,110.516988881481,-132.191597392247,177.921459449552,-141.243337319634,45.1272997058845,229.401172027725,222.932167713179,-234.113466712734,-271.263933677751,85.1429081599699,48.1885715270516,-307.989933266974,16.5178657425903,540.491194389898,189.617312243043,-61.9473016756396,30.567460554358,-445.529610756163,332.790986512651,-433.204095062374,95.9617267673387,-168.425846365614,-357.012205460266,-131.637097356751,-17.8223073717158,115.65622318608,148.096427744427,-76.2527852335259,-112.149128338027,-172.768265761577,-237.963729857781,49.5931392083081,-39.4530409408382
"10","11208967",-706.486367040754,83.1838748466096,-44.524339468719,-516.495978291613,-39.072601153759,-212.632238710663,-47.0799869483612,6.40802155468293,214.308303419384,-46.5562667031692,-148.204128477637,54.5744530145283,-60.6082560387942,236.386454287985,-102.989803524619,61.3982056562309,-37.5680266869649,90.2894053716283,-206.705853991231,84.8450299898247,161.209434548782,-111.266179016336,62.5971194363719,-65.0839200728934,-124.204293342142,-153.860683066049,-6.11667850713382,-54.9990974362365,10.2872764669839,-0.847910810775964,49.7489272485141,-165.550554497268,208.836151714183,-112.767521257798,854.629064970257,-461.686021871338
